-13,16,0,0.362304688,-0.915771484,0.196044922,-65.78019673,-21.14958243
-11,11,1,0.341064453,-0.958251953,0.197265625,-67.64905886,-19.21923901
-11,19,-1,0.391357422,-0.919189453,0.157470703,-65.34784709,-22.76535923
-14,15,-2,0.380615234,-0.927246094,0.172851563,-65.73295071,-21.97544316
-9,0,-2,0.405273438,-0.910644531,0.142089844,-64.75142165,-23.73603738
-59,-4,-43,0.560058594,-0.843017578,-0.079345703,-56.13902218,-33.4817099
-82,-6,-9,0.718505859,-0.364501953,-0.695800781,-20.02330857,-42.44974179
-47,6,-9,0.610107422,0.1640625,-0.776611328,9.431967482,-37.54723721
4,15,30,0.608642578,0.209472656,-0.9609375,10.43445516,-31.75134699
54,43,25,0.626953125,-0.411621094,-0.663574219,-24.27013818,-38.76054261
51,4,40,0.432128906,-0.864257813,-0.025878906,-63.39390259,-26.55478273
-40,21,-7,0.457763672,-1.025390625,-0.030273438,-65.89607839,-24.04805958
-31,10,-2,0.404785156,-0.867675781,-0.246337891,-61.36044657,-24.16962185
-53,5,-43,0.564697266,-0.424072266,-0.757568359,-24.1711185,-33.04132199
-28,25,-13,0.616699219,0.068359375,-0.82421875,3.799280786,-36.71051392
-1,16,11,0.655761719,0.040771484,-0.8046875,2.249252379,-39.14156247
25,18,27,0.575927734,-0.284179688,-0.770019531,-16.46431901,-35.05653602
50,44,42,0.436767578,-0.763427734,-0.419921875,-51.56302096,-26.62392555
-9,27,2,0.308105469,-0.93359375,-0.025878906,-71.67600649,-18.25742333
-12,11,2,0.308105469,-0.953613281,-0.080078125,-71.53960305,-17.84645702
-53,8,-28,0.439941406,-0.837890625,-0.165283203,-60.71234831,-27.25442387
-60,13,-22,0.576171875,-0.310302734,-0.846435547,-16.85951229,-32.58307542
-14,19,-10,0.634033203,0.100585938,-0.796875,5.641082062,-38.28705995
27,0,17,0.628662109,-0.077636719,-0.906494141,-4.025671895,-34.64368696
65,34,50,0.430664063,-0.673339844,-0.355957031,-50.3145879,-29.48576275
-8,12,1,0.336914063,-0.972412109,-0.114013672,-69.90881185,-18.98912285
-14,16,-1,0.315673828,-0.945800781,-0.162353516,-69.42793571,-18.20873694
-33,8,-19,0.390380859,-0.864746094,-0.182617188,-63.50868261,-23.83095548
-68,25,-20,0.569335938,-0.345214844,-0.900146484,-17.95851399,-30.56408748
-20,24,-6,0.665039063,0.063720703,-0.782958984,3.549431538,-40.2510152
26,10,17,0.585205078,-0.058349609,-0.843017578,-3.254238907,-34.70345751
68,54,58,0.410644531,-0.683105469,-0.526367188,-45.65764894,-25.46271836
1,40,8,0.356689453,-0.945068359,0.015380859,-69.30480952,-20.67509632
-35,-5,2,0.1796875,-1.031005859,0.010986328,-80.09548514,-9.885868202
-67,1,-21,0.188232422,-0.868408203,-0.317871094,-66.95496926,-11.50526863
-80,21,-43,0.454101563,-0.227050781,-0.8828125,-12.88240216,-26.4810267
-11,16,-4,0.368164063,0.186767578,-0.96875,10.21599959,-20.46398844
72,20,31,0.383544922,-0.259521484,-0.946533203,-14.25774944,-21.34494081
38,19,33,0.204345703,-0.885253906,-0.248779297,-70.0149467,-12.52892969
-14,19,-2,0.195068359,-0.963134766,-0.130615234,-76.30154347,-11.34836573
-18,19,-4,0.229003906,-0.958984375,-0.25390625,-70.37647265,-12.99869563
-98,5,-48,0.36328125,-0.632568359,-0.614501953,-41.54520181,-22.38814165
-37,10,-21,0.484375,0.037353516,-0.977294922,1.961377643,-26.34767991
33,12,27,0.464111328,-0.107421875,-1.025634766,-5.450774622,-24.23010646
73,50,62,0.317626953,-0.708984375,-0.501464844,-50.06239512,-20.09046554
-13,15,2,0.176513672,-0.924072266,-0.127441406,-76.74285818,-10.71516556
-17,13,-3,0.207763672,-0.958740234,-0.086181641,-76.79669043,-12.17957936
-83,-3,-46,0.391845703,-0.713134766,-0.377441406,-52.65933141,-25.90318865
-57,3,-30,0.574707031,-0.040527344,-0.830322266,-2.298246487,-34.65712763
11,14,5,0.476074219,0.109375,-0.96484375,5.804671294,-26.11783159
84,27,40,0.416748047,-0.614746094,-0.678710938,-37.66314504,-24.4702485
-15,21,5,0.287353516,-1.056884766,0.041259766,-74.64102529,-15.19927099
-14,18,-1,0.228271484,-0.980224609,-0.10546875,-75.6120704,-13.03655478
-34,17,-32,0.307128906,-0.961914063,-0.123535156,-71.00911327,-17.57239032
-91,28,-34,0.469726563,-0.495849609,-0.676025391,-31.06249779,-29.26105366
-24,23,2,0.457763672,0.193603516,-0.956542969,10.34653479,-25.12890255
71,17,57,0.450439453,-0.203369141,-0.960449219,-10.85237399,-24.64639027
43,12,34,0.233886719,-0.956542969,-0.116699219,-74.71651551,-13.64261351
-17,11,1,0.209472656,-0.995361328,-0.149902344,-75.49104197,-11.75559329
-28,14,-14,0.305664063,-1.008789063,-0.224365234,-69.40041643,-16.47683828
-96,-2,-32,0.370361328,-0.486572266,-0.66015625,-32.73315592,-24.30425962
-15,18,-4,0.482177734,0.212402344,-0.926025391,11.49947909,-26.90855765
59,25,20,0.528564453,-0.246582031,-0.835205078,-14.00788859,-31.25591483
66,47,53,0.325195313,-0.84375,-0.059326172,-68.60585615,-21.03012761
-18,17,-3,0.321533203,-0.959228516,-0.096923828,-70.70494535,-18.44362673
-23,16,-9,0.320068359,-0.894287109,-0.189208984,-67.42426559,-19.29780634
-76,1,-28,0.386962891,-0.572509766,-0.642333984,-37.36026942,-24.2146757
-58,14,-26,0.391113281,0.112548828,-0.903076172,6.524202552,-23.25635411
32,11,30,0.374511719,0.119873047,-1.056396484,6.104658822,-19.40519557
86,57,30,0.234375,-0.717041016,-0.479003906,-53.3615036,-15.20546657
-18,20,-14,0.30078125,-0.945556641,-0.293945313,-66.02154531,-16.89670305
-26,13,-7,0.276367188,-0.894042969,-0.293945313,-65.71131506,-16.36519954
-76,-11,-40,0.380859375,-0.527832031,-0.734130859,-32.54663291,-22.84166876
-36,17,-4,0.479492188,0.066894531,-0.882080078,3.811941886,-28.45929204
46,19,19,0.460449219,-0.169677734,-0.93359375,-9.257807368,-25.88505233
61,44,62,0.275878906,-0.803710938,-0.236328125,-65.67786876,-18.2274739
-12,16,2,0.265136719,-0.970458984,-0.06640625,-74.27031569,-15.2467396
-38,16,-26,0.306640625,-0.916503906,-0.075195313,-70.99171537,-18.44127415
-89,-9,-48,0.493408203,-0.383300781,-0.782470703,-22.5070704,-29.52216805
-15,20,-2,0.482177734,0.153076172,-0.91015625,8.453369005,-27.58424001
71,24,25,0.459472656,-0.4296875,-0.772216797,-25.55659572,-27.47144424
22,16,21,0.294189453,-0.931884766,-0.181884766,-69.63727049,-17.21540226
-11,14,3,0.282958984,-0.980224609,-0.118652344,-72.61887327,-15.99101367
-15,21,-4,0.27734375,-0.978759766,-0.147705078,-72.20116652,-15.65233428
-64,2,-49,0.432861328,-0.736572266,-0.301025391,-54.40467588,-28.54590672
-60,18,-32,0.548095703,-0.234619141,-0.771972656,-13.91825962,-34.18877772
6,11,8,0.487548828,0.139160156,-0.955810547,7.389754186,-26.7831617
79,61,55,0.430175781,-0.512695313,-0.66015625,-33.05100283,-27.23262517
-12,36,0,0.278808594,-0.955810547,-0.054931641,-73.44245641,-16.23651334
-15,13,1,0.30078125,-0.955810547,-0.089355469,-71.82602972,-17.39686458
-40,-5,-18,0.473144531,-0.868896484,-0.218505859,-59.04473859,-27.83820827
-88,-3,-41,0.407226563,-0.280273438,-0.846679688,-16.61064191,-24.54153981
-20,12,-19,0.344482422,0.355957031,-0.885986328,20.5286743,-19.83860119
95,26,21,0.370361328,-0.258300781,-0.936767578,-14.38207007,-20.86371164
3,13,-2,0.180419922,-0.974121094,-0.425537109,-64.61641736,-9.632745103
-14,11,-2,0.208496094,-0.979248047,-0.155273438,-75.13253492,-11.87554505
-26,-6,-2,0.239746094,-0.931884766,-0.259277344,-69.24605012,-13.92054188
20,34,23,0.224365234,-0.936767578,-0.322998047,-67.22614724,-12.75824623
-11,19,-3,0.254882813,-0.955078125,-0.184326172,-71.77099821,-14.68341375
-11,18,0,0.275878906,-0.948974609,-0.180175781,-70.85195329,-15.93988942
-13,17,0,0.267333984,-0.941650391,-0.190917969,-70.76798598,-15.54860111
-81,1,-31,0.413330078,-0.794433594,-0.303955078,-57.14487929,-25.91650749
-77,12,-44,0.481689453,-0.133789063,-0.8203125,-8.005617142,-30.09422213
-8,15,-2,0.389404297,0.371337891,-0.887207031,20.96964045,-22.04190021
116,35,20,0.396972656,-0.252441406,-0.958251953,-13.67879729,-21.83102868
-11,51,-11,0.290283203,-0.895996094,-0.142333984,-70.15912786,-17.74291315
-16,16,-2,0.248535156,-0.967285156,-0.139892578,-73.57200797,-14.26763275
-52,18,-27,0.346435547,-0.885986328,-0.090332031,-67.99682612,-21.25604437
-84,24,-29,0.518310547,-0.355957031,-0.817626953,-20.18835346,-30.16635789
-14,17,-2,0.5078125,0.162597656,-0.854736328,9.288213584,-30.26994159
96,23,40,0.411865234,-0.468261719,-0.804443359,-27.39014379,-23.86856503
-13,10,10,0.287841797,-0.987792969,-0.173583984,-71.20731822,-16.01354275
-15,28,-3,0.271972656,-0.954101563,-0.136230469,-72.31682685,-15.75875974
-57,20,-30,0.403076172,-0.832519531,-0.229736328,-60.86978972,-25.0193955
